male,from 20 to 29,employed,less than 40 million vnd,rarely,take away,between 30 minutes to 1 hour,within 1km,yes,coffee,"less than 100,000 vnd",4,2,3,5,4,4,5,social media;through friends and word of mouth,yes,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0
female,from 20 to 29,student,less than 40 million vnd,rarely,dine in,between 30 minutes to 1 hour,1km - 3km,no,coffee,"less than 100,000 vnd",4,3,2,4,3,4,4,through friends and word of mouth,no,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
female,from 20 to 29,self-employed,40 million vnd - 80 million vnd,monthly,dine in,below 30 minutes,within 1km,yes,coffee;cold drinks;pastries;sandwiches,"around 100,000 vnd - 200,000 vnd",4,3,4,5,4,4,4,starbucks website/apps;social media;emails;through friends and word of mouth,yes,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0
female,from 20 to 29,employed,40 million vnd - 80 million vnd,rarely,dine in,between 30 minutes to 1 hour,1km - 3km,yes,cold drinks,"less than 100,000 vnd",3,3,5,4,3,3,4,social media;through friends and word of mouth;in store displays;billboards,yes,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0
female,from 20 to 29,employed,less than 40 million vnd,rarely,take away,below 30 minutes,within 1km,no,coffee,"less than 100,000 vnd",4,3,4,5,5,5,3,social media;through friends and word of mouth,yes,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0
male,from 20 to 29,employed,40 million vnd - 80 million vnd,weekly,take away,between 1 hour to 2 hours,within 1km,yes,coffee;sandwiches,"around 100,000 vnd - 200,000 vnd",5,1,3,3,2,3,3,"starbucks website/apps;deal sites (fave, iprice, etc...)",yes,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
female,from 20 to 29,employed,less than 40 million vnd,monthly,take away,below 30 minutes,more than 3km,yes,coffee,"less than 100,000 vnd",4,2,4,4,3,4,3,through friends and word of mouth,yes,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1
male,from 30 to 39,employed,less than 40 million vnd,rarely,take away,below 30 minutes,1km - 3km,yes,cold drinks,"less than 100,000 vnd",3,2,4,4,4,5,4,starbucks website/apps;social media,yes,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1
female,from 20 to 29,housewife,80 million vnd - 160 million vnd,rarely,take away,below 30 minutes,more than 3km,no,coffee;cold drinks,"around 100,000 vnd - 200,000 vnd",3,2,3,3,3,5,4,social media,yes,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0
male,from 20 to 29,employed,40 million vnd - 80 million vnd,rarely,take away,below 30 minutes,more than 3km,yes,coffee,"less than 100,000 vnd",3,3,4,5,4,4,4,"social media;deal sites (fave, iprice, etc...);through friends and word of mouth",yes,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
